,T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_h2o initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(13),NOX,OX,NX,OHX,NH3X,X(1),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),NO2_X(14),NHO_X(15),N2X(48),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],NO2(13) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NO2(13) surface ROP [kmol/m^2 s],NOX ROP [kmol/m^2 s],OX ROP [kmol/m^2 s],NX ROP [kmol/m^2 s],OHX ROP [kmol/m^2 s],NH3X ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],NH2_X(8) ROP [kmol/m^2 s],NH_X(9) ROP [kmol/m^2 s],H2O_X(10) ROP [kmol/m^2 s],N2O_X(11) ROP [kmol/m^2 s],H_X(12) ROP [kmol/m^2 s],NO2_X(14) ROP [kmol/m^2 s],NHO_X(15) ROP [kmol/m^2 s],N2X(48) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X ROP [kmol/m^2 s],NH3X + OX <=> NH2_X(8) + OHX ROP [kmol/m^2 s],NH2_X(8) + OX <=> NH_X(9) + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NX + OHX ROP [kmol/m^2 s],NH3X + OHX <=> H2O_X(10) + NH2_X(8) ROP [kmol/m^2 s],NH2_X(8) + OHX <=> H2O_X(10) + NH_X(9) ROP [kmol/m^2 s],NH_X(9) + OHX <=> H2O_X(10) + NX ROP [kmol/m^2 s],2 OHX <=> H2O_X(10) + OX ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2O_X(10) ROP [kmol/m^2 s],2 NX <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NX + OX <=> NOX + X(1) ROP [kmol/m^2 s],NOX <=> NO(5) + X(1) ROP [kmol/m^2 s],NOX + NX <=> N2O_X(11) + X(1) ROP [kmol/m^2 s],N2O_X(11) <=> N2O(7) + X(1) ROP [kmol/m^2 s],NH3X + X(1) <=> H_X(12) + NH2_X(8) ROP [kmol/m^2 s],NH2_X(8) + X(1) <=> H_X(12) + NH_X(9) ROP [kmol/m^2 s],NH_X(9) + X(1) <=> H_X(12) + NX ROP [kmol/m^2 s],H_X(12) + OX <=> OHX + X(1) ROP [kmol/m^2 s],H_X(12) + OHX <=> H2O_X(10) + X(1) ROP [kmol/m^2 s],NO2(13) + X(1) <=> NO2_X(14) ROP [kmol/m^2 s],NO2_X(14) <=> NO(5) + OX ROP [kmol/m^2 s],NOX + OX <=> NO2_X(14) + X(1) ROP [kmol/m^2 s],H_X(12) + NOX <=> NX + OHX ROP [kmol/m^2 s],H_X(12) + NO2_X(14) <=> NOX + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NHO_X(15) + X(1) ROP [kmol/m^2 s],NHO_X(15) + OX <=> NOX + OHX ROP [kmol/m^2 s],2 OHX <=> H2O(3) + OX + X(1) ROP [kmol/m^2 s],NH2_X(8) + NX <=> 2 NH_X(9) ROP [kmol/m^2 s],NHO_X(15) + NX <=> H_X(12) + N2O_X(11) ROP [kmol/m^2 s],NHO_X(15) + X(1) <=> H_X(12) + NOX ROP [kmol/m^2 s],H2O(3) + 2 X(1) <=> H_X(12) + OHX ROP [kmol/m^2 s],NH3(6) conversion (%),N2(4) Selectivity (%),NO(5) Selectivity (%),N2O(7) Selectivity (%),OX Coverage,NOX Coverage,NX Coverage,X Coverage
999,365.6565656565657,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,365.6565656565657,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.02,0.05,1.1401285355852638e-41,3.9796652594248645e-24,0.001,6.366527872603592e-30,4.486089211384784e-38,1.0,1.1129042475948853e-17,1.1129387710118956e-17,3.512961326723956e-28,1.483964235530403e-21,3.341315918930766e-21,3.695990409777117e-28,1.8583005319155806e-23,2.5406728179529517e-24,2.88740715612278e-39,1.050322229004125e-30,3.732783598405104e-22,-1.8582988037968343e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.575527236330334e-45,-1.4858248594413434e-35,9.391055798538822e-48,2.726116760108324e-30,-9.489178147012916e-36,4.7749170959014085e-36,3.3717526516422126e-44,-5.452354490670761e-30,2.6816789229492037e-30,2.726134806437284e-30,1.6170364022761603e-40,9.488997149400882e-36,4.442303940441409e-32,1.809866752109392e-40,-4.436728397132704e-32,1.4858248594393714e-35,4.4568351540787355e-49,4.8690160983985454e-43,9.337427210970629e-35,4.436728399015601e-32,0.0,4.575527236330334e-45,9.489178147012916e-36,1.8099761203129929e-40,5.2333325855927815e-58,-1.873503339265759e-41,4.082277762415577e-55,1.719826019192669e-61,-1.4982574486016923e-57,2.768360980846428e-62,1.4858248594393714e-35,9.391055798538822e-48,-2.7237921139942408e-30,2.623263896503954e-30,4.7749170959018555e-36,4.7749170959014085e-36,1.7450729909702052e-53,1.7982515549660052e-65,1.7706525190459248e-57,-9.998126581141986e-46,-5.260027800185739e-63,-3.3717526516422126e-44,1.028528636043704e-31,1.005987704971435e-31,2.34746737888444e-33,-2.3474673793703463e-33,4.436728399008394e-32,-7.205148610814769e-44,1.9153537679871704e-70,1.0936820377932087e-44,-7.704188930035141e-58,-2.4557517107082555e-47,1.9719408543726844e-47,0.0,6.889670346005975e-16,99.99964969216,0.0003503078399916176,1.1129042475948853e-17,1.0,1.1129387710118956e-17,3.341315918930766e-21
999,378.7878787878788,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,378.7878787878788,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.020000000000000004,0.05,7.99059867634057e-39,5.854899023035776e-23,0.001,5.235534593299057e-28,8.113742183677532e-36,1.0,1.456456862208771e-16,1.4565095199505007e-16,8.534824411664496e-27,2.7264186978009128e-21,1.3180778046831486e-20,1.493910329486603e-26,2.274065336672968e-26,7.857038185460422e-24,2.012118508037726e-37,4.993599553375429e-29,5.976078772337535e-21,-1.633648186958115e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.995629662640207e-44,8.049785314388404e-35,5.891690579779597e-45,4.020105398834413e-29,-1.1122527547480484e-34,3.714417094026097e-34,5.757187721451558e-42,-8.040587066539085e-29,4.0201053295366773e-29,4.020242057360369e-29,2.517442544532989e-39,1.1121703793576919e-34,7.128464472213517e-34,8.22939389309593e-39,-8.550310998039647e-35,-8.049785314431025e-35,1.3214148726695813e-47,1.4929411943628096e-41,1.653214305134074e-33,8.55088314386288e-35,0.0,6.995629662640207e-44,1.1122527547480484e-34,8.237539035633545e-39,1.36869267721254e-54,-5.69368619348064e-39,4.541350311200791e-53,4.030666827148636e-58,-2.8291825808698582e-55,5.103599733629035e-59,-8.049785314431025e-35,5.891690579779597e-45,-4.0054372818046697e-29,3.4055467231308147e-29,3.7144170940262286e-34,3.714417094026097e-34,4.482390029615945e-52,1.6856381944379605e-62,-1.6129602484546784e-56,-1.0363982708941177e-43,-3.23940123170234e-61,-5.757187721451558e-42,6.1455867570359836e-30,5.9988207683638014e-30,1.4841920296824037e-31,-1.4841920298307345e-31,8.5508819956875e-35,-1.1474038573065545e-41,5.082968878574341e-67,8.145142538108631e-42,-3.5689332721376904e-59,-7.715227930146322e-45,4.2619373153866976e-46,0.0,2.931058329841878e-14,99.99815211389384,0.001847886106123301,1.4564568622087708e-16,0.9999999999999998,1.4565095199505005e-16,1.3180778046831483e-20
999,391.9191919191919,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,391.9191919191919,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.02,0.05,5.414638884705002e-36,1.0435310770354774e-21,0.001,3.9232103282044017e-26,1.2409790209657962e-33,0.999999999999996,1.9916777331148856e-15,1.9917292473235344e-15,6.019228933966857e-26,6.946595347488848e-21,6.843480885106964e-20,7.218443032597781e-25,-1.0972545597038191e-22,3.2529872040309405e-23,1.3097975705122514e-35,6.574258255060548e-28,9.681104426979427e-20,1.1040377703152858e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8539525081818838e-42,-1.531937774320787e-44,3.6994067844101664e-42,7.1250772487396665e-28,-1.180384407321708e-33,2.6792848865389427e-32,8.475194345937317e-40,-1.4251521254016079e-27,7.142834938342735e-28,7.125562770002281e-28,7.818939384007378e-39,1.1798639692219184e-33,-1.7233636540920407e-30,5.130334507702849e-37,1.7349613101881663e-30,1.8531323164527646e-51,-1.806361301668709e-46,1.4464693203223275e-40,3.453730894828522e-32,-1.734960782904324e-30,0.0,1.8539525081818838e-42,1.180384407321708e-33,5.2043809978986956e-37,4.0064732776927095e-51,-5.1200684432150636e-37,1.9129812659246206e-51,3.090554608538039e-55,-6.016339140506629e-53,5.417490604547136e-57,0.0,3.6994067844101664e-42,-7.100337366964097e-28,3.72328362639353e-28,2.6792848865389246e-32,2.6792848865389427e-32,1.9306559075687556e-50,2.2078275937410073e-59,-1.3248797263247342e-53,-4.051242193733497e-42,-3.1018248838119995e-59,-8.475194345937317e-40,3.4017936223461365e-28,3.3766456587216545e-28,2.5493336721027213e-30,-2.5493336722439017e-30,-1.734960783372024e-30,-4.670994899614448e-40,7.5796921676127295e-65,7.404649019601926e-39,1.2105992841411271e-53,-6.003618651748299e-43,1.531937774320787e-44,0.0,1.038340625438124e-12,99.99247984742603,0.0075201525729464294,1.9916777331148856e-15,0.999999999999996,1.9917292473235344e-15,6.843480885106964e-20
999,405.05050505050514,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,405.05050505050514,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.02,0.05,1.342370115106346e-32,5.772613400081254e-20,0.0009999999999999998,5.2505254866169465e-24,3.267465339335739e-31,0.9999999999998866,5.667600716607586e-14,5.66749416389525e-14,1.0401744081658167e-24,6.31586373042038e-20,1.209457247419094e-18,1.4107013383591558e-22,4.263886376377536e-22,4.655538540292155e-22,1.603475270354088e-33,2.0326385084679623e-26,3.263542125270952e-18,-2.0660165406121547e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.6959898508574825e-40,-3.6592669007336205e-33,9.298295623155809e-39,3.9669229984377134e-26,-4.056189018811805e-32,3.610474335441925e-30,2.246837530906412e-37,-7.935304760375435e-26,3.964124859283796e-26,3.967431236921339e-26,8.420182369170095e-37,4.032728312121883e-32,3.5158118441403834e-29,1.7911466192723735e-34,-3.439018216647145e-29,3.659266894335749e-33,-1.1911036946760945e-44,1.284972755165514e-38,2.2840120050450407e-30,3.4390526903493096e-29,0.0,5.6959898508574825e-40,4.056189018811805e-32,2.3460706689920185e-34,8.962594698440792e-47,-2.337105689702941e-34,6.6617696057338156e-49,2.2281860017567568e-51,-8.038750248635837e-50,2.174462272807381e-54,3.659266894335748e-33,9.298295623155809e-39,-3.9576845606951965e-26,3.4859063788060405e-27,3.610474335441913e-30,3.610474335441925e-30,9.355892363476988e-48,3.576669178451875e-55,-2.618594833724192e-50,-1.2811073494678795e-39,-3.247361982050352e-56,-2.246837530906412e-37,3.6183323605571085e-26,3.608453009197073e-26,1.010775258184285e-28,-1.0107752583008856e-28,3.439052686185036e-29,-4.1544935608687236e-38,4.180680185064251e-62,5.549240497188491e-35,-2.176323908796623e-51,-9.780432430826329e-41,6.397872033302827e-42,2.168404344971009e-14,4.687060160114547e-11,99.98180041682241,0.018199583130722674,5.667600716607586e-14,0.9999999999998866,5.66749416389525e-14,1.209457247419094e-18
999,418.1818181818182,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,418.1818181818182,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999998,0.0,0.0,0.02,0.05,3.7927365492740187e-26,1.7988375851962233e-16,0.001,2.229384230127032e-20,2.624590947584894e-27,0.9999999998886472,5.567541416990438e-11,5.567219959474147e-11,1.8272931956129e-21,3.577810734785135e-17,1.2759851804812146e-15,4.2569660175443655e-19,1.4782598651624518e-16,4.0332820815556077e-19,6.1831453422950376e-30,6.1483595211036e-23,3.775488785599855e-15,1.631418153218174e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.23952373170198e-34,1.3804994709002255e-30,2.5938941828293394e-32,1.229102663956804e-22,-2.9711629400852985e-28,1.523283335657237e-26,1.7933205565647642e-33,-2.4587981148761887e-22,1.229376170741902e-22,1.2293029563234205e-22,5.8032312116193195e-33,7.861748774391391e-29,2.8193000910188016e-27,9.403906995116371e-31,6.538093430328232e-28,-1.380506584135282e-30,-4.3306176157002724e-39,1.9285931737758176e-34,8.347687972215953e-27,-1.996875020270168e-31,0.0,6.23952373170198e-34,2.9711629400852985e-28,2.1849880626459887e-28,9.792603398142487e-40,-2.1849248442419686e-28,1.3962443344139536e-42,2.404317630703008e-44,6.874642172074467e-44,1.8841227102762789e-47,-1.3805065841367707e-30,2.5938941828293394e-32,-1.2255996689100737e-22,2.835960474759818e-26,1.523283335656804e-26,1.523283335657237e-26,1.5721940725201097e-41,4.846789192246129e-48,7.28806526660181e-43,-2.3772102966478718e-33,-8.565781655941904e-50,-1.7933205565647642e-33,1.228819067909328e-22,1.2250425680541927e-22,3.859976774691128e-25,-3.8599767527905038e-25,-2.000274793976662e-31,-3.3857549731277803e-34,4.8795147783254374e-55,2.1755841556412506e-28,5.283457597061229e-51,-1.401873336609774e-36,7.113236545051077e-36,0.0,4.219747415231523e-08,99.97521918239211,0.02478077541040458,5.56754141699046e-11,0.9999999998886512,5.567219959474169e-11,1.2759851804812197e-15
999,431.31313131313135,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,431.31313131313135,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9289999912509564,0.0,0.0,0.019999999799621263,0.05000001093220174,2.089263877873562e-09,3.5319085958855606e-09,0.0009999923837061807,1.2342029200077955e-11,3.2273547320076524e-18,0.9879601204173356,0.004090777742874159,0.007940190233093048,3.210358355661658e-11,2.3117780066996106e-09,1.476927685937755e-07,2.607035293008595e-11,7.542336716190463e-06,3.88250820621001e-11,3.3020183563119963e-21,8.178570127363139e-12,1.2191602411588623e-06,1.5523761206946448e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.23123255861627e-18,7.804105612719262e-15,1.4299407817691979e-15,2.2923317051748893e-15,-5.206343298430315e-15,8.436527441522303e-18,2.1971605922579384e-24,-1.0276310117067457e-14,-3.084309342281301e-17,1.0182984517642075e-14,-1.632575550738662e-20,6.6088906993785744e-18,3.0381623752180625e-18,2.805110492875396e-25,9.873717009833009e-18,-9.43618205653536e-18,-4.546868867975692e-22,1.1535927169022095e-23,1.1409391493017904e-16,6.958516076467518e-21,0.0,8.23123255861627e-18,5.206343298430315e-15,5.199734404433943e-15,3.1744320856098767e-26,1.0389587624783995e-14,3.2046372095418506e-24,5.0426228219957164e-26,5.160919438995753e-22,1.7377037683187008e-26,-9.436701421131553e-18,1.4299407817691979e-15,-1.030980999281653e-14,-4.420028559026584e-27,8.436072754635297e-18,8.436527441522303e-18,9.235486918257616e-26,3.967946669147384e-32,5.0226955658349196e-24,-1.6869156121957864e-15,2.118202427263604e-28,-2.1971605922579384e-24,2.292331705179309e-15,-1.252966105774197e-15,-2.4483615774118037e-15,-3.659391728080846e-15,6.95191021123121e-21,-6.636648712190722e-24,5.95303046497529e-34,5.199734407368253e-15,2.094872265754542e-31,3.0783266395076465e-26,-7.79466891129813e-15,0.0007616293819364892,55.3266357824852,44.346941832072694,0.3264223854421023,0.004090813594412398,0.9879687788906779,0.007940259820846689,1.4769406297183114e-07
999,444.4444444444445,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,444.4444444444445,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9289729718947424,0.0,0.0,0.019912135307539425,0.05017311017990786,5.818752385866733e-05,1.8294844972819445e-12,0.00088359432755281,7.645689919207281e-10,8.142029439643912e-24,0.1617177337701723,0.008088501557835526,0.8279256310884278,2.320179478221733e-10,3.2096179097833536e-06,0.0004012413833580395,1.8579440290488383e-08,0.0018635565078033965,8.904655813823445e-08,2.1050667311352667e-17,1.7646115865398572e-08,5.703531812138472e-10,7.775397335659668e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.958449864982439e-11,1.1916847716202807e-10,3.9722302138073037e-11,1.248916109863941e-18,-7.944565058915527e-11,5.219407612239002e-16,5.5583037338690925e-30,7.780021401973358e-23,-3.1542392590142277e-20,3.658507401455595e-20,3.311306164037674e-20,1.1819876138368577e-18,1.8679961279343597e-18,4.683083037968966e-21,-3.9189833553613085e-20,-3.052131871491915e-18,1.0129881213078797e-25,-5.4658562846517264e-24,-1.9910849247778334e-27,-1.5732642413198476e-21,0.0,5.958449864982439e-11,7.944565058915527e-11,7.944564704243148e-11,3.9467953782683436e-23,1.5889127183380702e-10,6.20105669990688e-20,4.851825137503148e-22,1.7913784631028397e-18,1.7642782771757346e-24,-4.9060148304969076e-18,3.9722302138073037e-11,-2.5829253147174874e-11,-1.5083601361984518e-25,5.219407613251691e-16,5.219407612239002e-16,2.302725638303617e-18,7.316304166779357e-25,2.521904367930652e-17,-9.331833335835369e-11,6.982111057305317e-24,-5.5583037338690925e-30,1.248916260699955e-18,-2.0333789978501823e-14,-2.582977633595241e-11,-2.0335038894760542e-14,-5.955700410381798e-22,-6.612441350683479e-23,7.864029125607067e-32,7.94456494019592e-11,3.001927258952198e-29,1.04381858376923e-21,-1.1916847225601319e-10,11.640567244719003,99.9986844711493,1.57203839252704e-06,0.0013139568122924564,0.008103630161777906,0.16202020803282458,0.8294741699465736,0.0004019918588238241
999,457.5757575757576,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,457.5757575757576,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9289272070203712,0.0,0.0,0.019763360198535758,0.050466225610295054,0.00015671254857354546,3.5152158499846084e-12,0.0006864926943559418,1.924353292872344e-09,2.7496796445549566e-23,0.11463181547521938,0.009695168426284493,0.8732377007326204,3.7642357829672495e-10,2.472002419442748e-06,0.000665798818998637,1.909866743827722e-08,0.0017668684337855285,1.263643002862623e-07,7.107220073914525e-17,2.9638630195734305e-08,6.326366021783249e-10,1.398049535753629e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6048264766617534e-10,3.2096397943402834e-10,1.0698667811897069e-10,2.3998159055174118e-18,-2.139759861343851e-10,1.3137439739541393e-15,1.8771892238070638e-29,-7.754818242684633e-26,1.5873892004384124e-21,-7.636687986409378e-22,-9.999361103133816e-22,8.68165493936726e-21,2.362011137217873e-19,2.2894808391819264e-22,1.118859053039452e-21,-2.454688869035653e-19,1.4278382384500314e-27,5.199413780747898e-25,-6.878867093527222e-28,-5.85856664159279e-22,0.0,1.6048264766617534e-10,2.139759861343851e-10,2.1397597905419884e-10,2.650914708480583e-22,4.279518628615477e-10,1.4417085491312893e-19,1.4610324177017694e-21,5.165387766149947e-18,8.705141484431009e-24,-5.5565361339882095e-18,1.0698667811897069e-10,-5.803893763402502e-11,-5.663082859134645e-25,1.3137439739554196e-15,1.3137439739541393e-15,6.92733376884614e-18,4.1354823970435025e-24,1.0421491744939608e-16,-2.628790178799688e-10,3.8888462382546e-23,-1.8771892238070638e-29,2.3998164718256973e-18,-4.4588677464174296e-14,-5.8040253770982076e-11,-4.459107728064545e-14,6.246867986000465e-21,-2.119663010321503e-22,4.97288436701436e-31,2.1397598612374427e-10,1.4749549724410292e-28,7.044690803696395e-21,-3.2096397387749215e-10,31.350730564405822,99.99877094256631,1.1215351539997501e-06,0.0012279358985473722,0.009712354598455597,0.11483501793962447,0.8747856484124569,0.0006669790494630823
999,470.7070707070706,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,470.7070707070706,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9288293557560124,0.0,0.0,0.019445257577533053,0.051092947671627434,0.0003673718885786216,7.503303075574145e-12,0.00026506166809670716,5.430648290647527e-09,1.348576524992593e-22,0.10195341611248958,0.014979005809789631,0.8807704557160506,6.059427601996508e-10,9.129683964009869e-07,0.0010350543740838766,1.1523981593365563e-08,0.0012609272845115489,1.7074211008610398e-07,2.5534252334867285e-16,4.381662138848536e-08,1.0459976397007642e-09,2.465841219567406e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7625079553309267e-10,7.524978777195508e-10,2.5082891560589954e-10,5.1229977916330645e-18,-5.016652519633333e-10,3.707860247667436e-15,9.207617431395675e-29,1.0727498569047078e-24,2.3004808655773982e-21,-3.739890989488922e-21,-3.10094231984468e-21,-9.199647910925005e-20,-2.706249586962176e-19,-5.5969108196869235e-22,3.534967098686907e-21,3.633870837292536e-19,2.4311115377101142e-26,-2.5321172880146125e-24,1.401016967672517e-27,8.011069168265766e-22,0.0,3.7625079553309267e-10,5.016652519633333e-10,5.016652434060521e-10,1.7134111873462764e-21,1.003330222744762e-09,1.538448948446507e-19,2.4754470657132336e-21,1.0723605582737622e-17,4.0764448009705716e-23,-1.0516761073109391e-17,2.5082891560589954e-10,-1.0671548589539142e-10,-1.8057631197246048e-24,3.7078602476911006e-15,3.707860247667436e-15,8.495432628437951e-18,1.1312129267522251e-23,2.7059888312497846e-16,-6.456669037048746e-10,1.8146774264928839e-22,-9.207617431395675e-29,5.122999597396184e-18,-1.1148040155419382e-13,-1.0671919884264604e-10,-1.1148552455379272e-13,3.6792993646358665e-20,-5.753983739142499e-22,2.9434491623616512e-30,5.016652520516893e-10,6.44983545684075e-28,3.65672844584628e-20,-7.524978672027899e-10,73.49383319032928,99.9985207579232,1.0211984526822323e-06,0.0014782208783552608,0.014997934222451713,0.1020822508533924,0.881883452590347,0.001036362333808917
999,483.8383838383838,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,483.8383838383838,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287707259045228,0.0,0.0,0.019254612433208657,0.05146853256993082,0.0004935932931437463,4.655250003226811e-11,1.2504934780903861e-05,3.0817860446334535e-08,6.301856463650244e-21,0.25056565233167016,0.059969513200806915,0.6879470272163347,1.0786592055408981e-09,3.167482922535915e-08,0.0012140853123590858,1.0411571646776089e-09,0.0003034662202658676,1.7474047696139142e-07,1.4091802573612785e-15,3.366317740412551e-08,1.3520213952609668e-08,4.792593525152435e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.055868734989061e-10,1.0111527171481272e-09,3.3702983223646775e-10,3.178645555801125e-17,-6.741017816661101e-10,2.1042705564274768e-14,4.302962899203645e-27,-6.811315356491337e-24,-1.0033573787459545e-20,1.0290848309919435e-20,9.960481843305262e-21,-4.418625344446513e-21,4.464682127246284e-17,1.7525889228467274e-22,-1.038528465015697e-20,-4.464219023302377e-17,-1.90872784627276e-26,-1.484517578945799e-22,4.341890422336449e-27,-6.475237318682476e-23,0.0,5.055868734989061e-10,6.741017816661101e-10,6.741017809929362e-10,1.9685614711184063e-20,1.348203439129344e-09,1.6484427914064975e-20,6.6896083884037e-22,7.97797896606971e-18,2.24317423784811e-22,-5.2638015474171234e-17,3.3702983223646775e-10,-1.0985400028990369e-10,-4.524204935115714e-24,2.104270556425339e-14,2.1042705564274768e-14,6.61108255586755e-19,2.323570704331734e-24,1.1612430969758296e-16,-9.006875861949928e-10,4.685689010719516e-22,-4.302962899203645e-27,3.1786460082216184e-17,-5.898549604011241e-13,-1.0987507468274906e-10,-5.89886746861215e-13,9.910285482875314e-20,-1.2409528916007734e-21,2.021426124316709e-29,6.741017816499968e-10,2.2932762122688624e-27,1.0040855780026453e-19,-1.0111526645101117e-09,98.74950652190961,99.9937521011323,4.7153792531507505e-06,0.006243183488442343,0.05998773279131626,0.25064177773835644,0.6881560353015934,0.0012144541687338327
999,496.96969696969705,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,496.96969696969705,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287687028231754,0.0,0.0,0.019247907315422755,0.051481682422530615,0.0004979485855437714,2.5334505786696117e-10,3.663598753193031e-06,9.500122904915514e-08,1.4726422433514926e-19,0.4003547607194631,0.1228990367047178,0.4754124122751292,1.5759272475873235e-09,5.950366063305815e-09,0.0012279411772723806,2.4659986818134493e-10,0.0001055818689099878,1.5436862860531206e-07,3.682049526746511e-15,2.3714603713364743e-08,8.139830204002152e-08,7.635706836990241e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.101365589387512e-10,1.020208077276697e-09,3.400044047180609e-10,1.729866056224195e-16,-6.801387180508376e-10,6.486781420429041e-14,1.005535237638626e-25,2.1816888656086105e-23,1.0299676966009567e-21,-2.8105585825944675e-21,-2.7808431663663787e-21,-2.950943347038066e-22,2.020570625895532e-19,7.651420666115506e-24,1.0531938374646612e-21,-2.0000019451902414e-19,-1.3000427718042275e-27,-7.620724510571545e-24,5.412216898540318e-26,1.724567152927705e-21,0.0,5.101365589387512e-10,6.801387180508376e-10,6.801387177410514e-10,1.1932448430577606e-19,1.3602773662713461e-09,7.668297078492013e-21,3.7959051045810416e-22,6.8375792163481886e-18,8.073133630793896e-22,-7.047314121155779e-18,3.400044047180609e-10,-8.15397869745714e-11,-1.1314410979205038e-23,6.486781420428344e-14,6.486781420429041e-14,3.024129676925273e-19,1.3594353047738512e-24,6.268378380125064e-17,-9.369473481406702e-10,8.79509336535648e-22,-1.005535237638626e-25,1.7298661693683052e-16,-1.6556583396525587e-12,-8.160482758834538e-11,-1.6558313262696497e-12,1.887824681193022e-19,-1.7134127530258247e-21,8.973711597638313e-29,6.801387179314196e-10,5.6562924181746885e-27,1.8877130806310789e-19,-1.0202080702293828e-09,99.63364012468071,99.9808996883185,2.5434018242351193e-05,0.019074877663239675,0.12291204683713296,0.4003971424060056,0.47546273958933244,0.0012280711675289578
