,T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_h2o initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),X(1),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),H_X(19),N2X2(45),N2X(46),NOX2(52),O2X2(70),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],NO2(8) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NO2(8) surface ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],H2OX(9) ROP [kmol/m^2 s],NOX(10) ROP [kmol/m^2 s],OX(11) ROP [kmol/m^2 s],NX(12) ROP [kmol/m^2 s],OHX(13) ROP [kmol/m^2 s],NH3X(14) ROP [kmol/m^2 s],NH2X(15) ROP [kmol/m^2 s],NHX(16) ROP [kmol/m^2 s],N2OX(17) ROP [kmol/m^2 s],NO2X(18) ROP [kmol/m^2 s],H_X(19) ROP [kmol/m^2 s],N2X2(45) ROP [kmol/m^2 s],N2X(46) ROP [kmol/m^2 s],NOX2(52) ROP [kmol/m^2 s],O2X2(70) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX(11) ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X(14) ROP [kmol/m^2 s],NH3X(14) + OX(11) <=> NH2X(15) + OHX(13) ROP [kmol/m^2 s],NH2X(15) + OX(11) <=> NHX(16) + OHX(13) ROP [kmol/m^2 s],NHX(16) + OX(11) <=> NX(12) + OHX(13) ROP [kmol/m^2 s],NH3X(14) + OHX(13) <=> H2OX(9) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + OHX(13) <=> H2OX(9) + NHX(16) ROP [kmol/m^2 s],NHX(16) + OHX(13) <=> H2OX(9) + NX(12) ROP [kmol/m^2 s],2 OHX(13) <=> H2OX(9) + OX(11) ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2OX(9) ROP [kmol/m^2 s],2 NX(12) <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NX(12) + OX(11) <=> NOX(10) + X(1) ROP [kmol/m^2 s],NOX(10) <=> NO(5) + X(1) ROP [kmol/m^2 s],NOX(10) + NX(12) <=> N2OX(17) + X(1) ROP [kmol/m^2 s],N2OX(17) <=> N2O(7) + X(1) ROP [kmol/m^2 s],NH3X(14) + X(1) <=> H_X(19) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + X(1) <=> H_X(19) + NHX(16) ROP [kmol/m^2 s],NHX(16) + X(1) <=> H_X(19) + NX(12) ROP [kmol/m^2 s],H_X(19) + OX(11) <=> OHX(13) + X(1) ROP [kmol/m^2 s],H_X(19) + OHX(13) <=> H2OX(9) + X(1) ROP [kmol/m^2 s],NH3(6) conversion (%),N2(4) Selectivity (%),NO(5) Selectivity (%),N2O(7) Selectivity (%),OX(11) Coverage,NOX(10) Coverage,NX(12) Coverage,X Coverage
999,772.7272727272727,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,772.7272727272727,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287750212675824,0.0,0.0,0.019075430360352644,0.051441274401773485,0.00029136887234968583,0.0003859543216856877,3.0835791914547845e-05,1.1498434189851876e-07,0.0,0.003250596176311077,7.363787118584892e-08,0.1776266107318227,0.8159767807912874,0.003138622582591198,6.614373889863698e-06,5.136693989975353e-10,6.143582688140922e-10,6.044388769594574e-07,4.951596936957226e-15,0.0,9.613931700492773e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.279942032613702e-10,9.923788263176527e-10,1.9894830230030827e-10,2.6353178920885337e-10,-6.615859018495643e-10,7.851199177933223e-14,0.0,8.465794020564861e-16,-7.125272834063679e-16,6.097139161998468e-16,-6.182980754627545e-16,-6.180904628340629e-16,1.5265951892829034e-19,4.926527062093627e-16,3.2768305127486724e-21,-1.4937758787311554e-19,-3.676158443628703e-20,0.0,-4.335579535094681e-27,0.0,0.0,0.0,0.0,6.279942032613702e-10,6.615859018495643e-10,6.615078804569414e-10,6.615673002044007e-10,-3.301517937617966e-10,7.740326586501286e-14,1.8086498250760758e-14,9.916858435076335e-10,5.418243773812435e-13,-9.923788263176527e-10,1.9894830230030827e-10,2.636109108777873e-10,2.6353178920885337e-10,7.85119550177478e-14,7.851199177933223e-14,1.254740515833457e-16,2.2490929843943254e-17,5.1359597121902264e-14,-3.4485791353674805e-15,5.495614123870138e-14,96.91642080854521,60.142892194926695,39.83337330619597,0.023734498877329865,0.815982810674141,0.177627923352083,0.003138645776298348,0.0032506201974776207
999,778.2608695652175,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,778.2608695652175,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287744357621888,0.0,0.0,0.019044746522664656,0.051445028886701535,0.00026385189151088503,0.00044350929689684963,2.8311163263043286e-05,1.1647677417869792e-07,0.0,0.0032602824286714718,7.234281100018611e-08,0.1635231845783749,0.8304133325304885,0.0027954094534203924,7.0780922409289765e-06,4.407211439298832e-10,5.396937354142045e-10,5.408183613905985e-07,4.845426519664103e-15,0.0,9.877521180648072e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.489371006355422e-10,9.949634569743956e-10,1.801596678371316e-10,3.0283082379906624e-10,-6.633089601828207e-10,7.953102665128954e-14,0.0,-5.670590079451922e-15,3.838566594705076e-16,-5.5425010344293785e-15,5.548877764498261e-15,5.547395272927365e-15,-7.814756581897601e-19,-2.6701812560015245e-16,-1.9756380802874685e-20,7.617174564806371e-19,1.9057463218690168e-20,0.0,-6.487592084537601e-27,0.0,0.0,0.0,0.0,6.489371006355422e-10,6.633089601828207e-10,6.632322574474902e-10,6.632907641023727e-10,-3.3088282943649974e-10,7.682830413365129e-14,1.8439675233723078e-14,9.941302214100478e-10,6.714788115338657e-13,-9.949634569743956e-10,1.801596678371316e-10,3.0290481234374056e-10,3.0283082379906624e-10,7.953104570875276e-14,7.953102665128954e-14,1.4144932235895846e-16,2.344309618322012e-17,6.183448543739335e-14,-4.8732522500970824e-15,6.68726301060391e-14,97.16888367369566,54.321472396384635,45.654547527937176,0.02398007567820203,0.8304198023386794,0.16352445859891088,0.00279543123265041,0.0032603078297592618
999,782.6086956521739,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,782.6086956521739,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287740298527836,0.0,0.0,0.019019885587309486,0.0514476275690526,0.00024118364561715,0.0004905935148641704,2.656370704592197e-05,1.16123327041561e-07,0.0,0.0032685343736661714,7.137110921961138e-08,0.15234763431200926,0.8418368509395117,0.002538829051490588,7.483463474282898e-06,3.9243731098629765e-10,4.879543115343532e-10,4.944408876183645e-07,4.7040877997340315e-15,0.0,1.011674547859872e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.659066226519636e-10,9.967536511066525e-10,1.646817239019122e-10,3.349803668844137e-10,-6.645024357782944e-10,7.928974753972577e-14,0.0,5.660109163837067e-16,-6.140174161405226e-17,5.451767966223931e-16,-5.472056614591116e-16,-5.452490486707599e-16,9.987187748643536e-19,4.261184644085896e-17,2.9838676000741376e-20,-9.68873945374912e-19,-2.7910658783761048e-21,0.0,1.0551803468236254e-26,0.0,0.0,0.0,0.0,6.659066226519636e-10,6.645024357782944e-10,6.644253979435612e-10,6.644835967431755e-10,-3.313509127451583e-10,7.683835912180133e-14,1.877218522262254e-14,9.957815858718014e-10,7.980489765219324e-13,-9.967536511066525e-10,1.646817239019122e-10,3.3506020180595897e-10,3.349803668844137e-10,7.928974474865988e-14,7.928974753972577e-14,1.5686376481705215e-16,2.4208211176187365e-17,7.172097884022172e-14,-6.442261426826369e-15,7.834431224303078e-14,97.34362929540781,49.56542680461168,50.410708797537005,0.02386439785131969,0.8418437130798039,0.1523488761569566,0.0025388497464757386,0.003268561016763818
999,785.8585858585858,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,785.8585858585858,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287737559303588,0.0,0.0,0.01900107434711092,0.051449378375994934,0.00022385019306169477,0.0005264398491456141,2.538637898399918e-05,1.149253440901141e-07,0.0,0.003274695079390251,7.066198824978582e-08,0.14398158515089304,0.8503806193651285,0.002354650450315744,7.813598051698077e-06,3.608053088465102e-10,4.528349109044983e-10,4.6172695216067437e-07,4.565057425736023e-15,0.0,1.0315363548650686e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.787472302990102e-10,9.979593993764352e-10,1.5284637765087982e-10,3.594565760840488e-10,-6.653062702095432e-10,7.847177721092493e-14,0.0,1.788250048037802e-15,1.3230747083529446e-17,1.7968791138222183e-15,-1.7968363469749954e-15,-1.7966604260023553e-15,8.652535905733991e-20,-4.860401542176301e-18,-1.509533627971288e-21,-8.803643515958381e-20,2.8640308294307153e-22,0.0,-9.971201841993588e-27,0.0,0.0,0.0,0.0,6.787472302990102e-10,6.653062702095432e-10,6.652289661642333e-10,6.652871928300582e-10,-3.316383678092505e-10,7.713847228806307e-14,1.90574529563949e-14,9.968644008385098e-10,9.10405891709585e-13,-9.979593993764352e-10,1.5284637765087982e-10,3.5953684474065994e-10,3.594565760840488e-10,7.8471777497328e-14,7.847177721092493e-14,1.7043342354679758e-16,2.4788439642876442e-17,8.024213023152447e-14,-7.972599623682704e-15,8.840995171840683e-14,97.46136210160009,45.947673547678846,54.02873678237014,0.02358966995102359,0.8503878051031953,0.14398280179898423,0.002354670347172504,0.0032747227506477487
999,786.9565217391304,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,786.9565217391304,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287736688914144,0.0,0.0,0.018994704923082792,0.05144993407114518,0.00021794992032630865,0.0005386151586387768,2.5012698825965954e-05,1.1433656640850865e-07,0.0,0.0032767236877788986,7.042456612274426e-08,0.14115870920893964,0.8532620885499002,0.002293921547307733,7.930885982762053e-06,3.508983986216301e-10,4.41607829909129e-10,4.5103836453028317e-07,4.511773778072413e-15,0.0,1.0386464943818595e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.830950999660706e-10,9.983424693085468e-10,1.4881764625702157e-10,3.677699991828302e-10,-6.655616547412711e-10,7.806977663266163e-14,0.0,1.5744875743135022e-15,-3.3202226811115204e-16,1.459668712911268e-15,-1.4653166783906949e-15,-1.4666698045982064e-15,-6.526977496630657e-19,2.2990210120204383e-16,-1.834838176232696e-20,6.343462212057671e-19,-1.2937430333758608e-20,0.0,4.606947686490709e-27,0.0,0.0,0.0,0.0,6.830950999660706e-10,6.655616547412711e-10,6.654839489040031e-10,6.655422382298913e-10,-3.317231221427932e-10,7.73004592608599e-14,1.9161641768779825e-14,9.972011807330037e-10,9.523528797579802e-13,-9.983424693085468e-10,1.4881764625702157e-10,3.678495286152384e-10,3.677699991828302e-10,7.80697636952313e-14,7.806977663266163e-14,1.7547590589016346e-16,2.4985858196020038e-17,8.336563296174887e-14,-8.575477761953401e-15,9.214157248778384e-14,97.4987301174034,44.71943212739781,55.257108046666666,0.02345982593553279,0.8532693899812526,0.14115991711520773,0.0022939411765763133,0.0032767517269633277
999,791.304347826087,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,791.304347826087,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.928773350568607,0.0,0.0,0.01896957372243246,0.05145196312010267,0.00019453234473336604,0.0005868209139476263,2.3648235168907064e-05,1.1109500794055624e-07,0.0,0.003284233423335961,6.948926853547063e-08,0.1300295277945931,0.8646162188290191,0.002061005707249694,8.426701516164483e-06,3.151692172407599e-10,4.000851524657939e-10,4.104527638228951e-07,4.270931246375507e-15,0.0,1.0688699494337596e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.002504099676505e-10,9.99739606705641e-10,1.3282801681562558e-10,4.0068533723119215e-10,-6.664930751205719e-10,7.585643160944572e-14,0.0,-1.5569345831326499e-15,1.9295170995260267e-17,-1.5459735940840695e-15,1.5462828120375919e-15,1.5462248048769545e-15,-3.791998271396357e-20,-8.864937514517611e-18,-1.5033408725243518e-20,2.2890897055368115e-20,3.894700699949272e-22,0.0,1.8049137511456747e-27,0.0,0.0,0.0,0.0,7.002504099676505e-10,6.664930751205719e-10,6.664146206796782e-10,6.664734414191314e-10,-3.319953480965948e-10,7.826522229084039e-14,1.9616808012597424e-14,9.983913400981686e-10,1.1415912299860734e-12,-9.99739606705641e-10,1.3282801681562558e-10,4.007596476895969e-10,4.0068533723119215e-10,7.585643199891579e-14,7.585643160944572e-14,1.9808354051993155e-16,2.5773398825026218e-17,9.709197607800281e-14,-1.1496809336555568e-14,1.0881264235390151e-13,97.63517648310929,39.858783251920265,60.11845389173157,0.02276285634815958,0.8646240127623966,0.13003069992328403,0.002061024285829211,0.003284263028490179
999,795.6521739130435,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,795.6521739130435,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287730726883272,0.0,0.0,0.01894489999661681,0.05145372892534589,0.0001713508929852571,0.0006343802879706986,2.2460761968073376e-05,1.0644678611425199e-07,0.0,0.003290433463568482,6.855186645913889e-08,0.11904144864016886,0.8758180362740975,0.0018405514928792144,8.97812598556011e-06,2.8444605582750424e-10,3.628779858726836e-10,3.725508906836995e-07,3.986592237502832e-15,0.0,1.1025321523383536e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.170939287549743e-10,1.0009558838389037e-09,1.169995977718587e-10,4.331593344666172e-10,-6.673039232701933e-10,7.26826168967969e-14,0.0,1.0033281329756472e-15,-4.244303281841957e-17,9.879433790799409e-16,-9.886560036038887e-16,-9.891806070194925e-16,-2.5598657896866556e-19,2.9003603509647315e-17,2.6747673955173267e-21,2.5866483176749573e-19,-8.250988906656836e-22,0.0,-2.1078363387505435e-26,0.0,0.0,0.0,0.0,7.170939287549743e-10,6.673039232701933e-10,6.67223876318321e-10,6.672837204174537e-10,-3.321611663021154e-10,7.979226072924405e-14,2.0147278499569328e-14,9.993517926548444e-10,1.3750647768534564e-12,-1.0009558838389037e-09,1.169995977718587e-10,4.33233005026068e-10,4.331593344666172e-10,7.268261607169801e-14,7.26826168967969e-14,2.2568753965130886e-16,2.6567961749568854e-17,1.132676525211086e-13,-1.5524516921566738e-14,1.290444249440973e-13,97.75392380319265,35.06636140016993,64.91185463680667,0.02178396302338577,0.8758263830127596,0.11904258313137663,0.0018405690337400657,0.0032904648221236477
999,798.9898989898992,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,798.9898989898992,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287728854758518,0.0,0.0,0.018926536269624927,0.051454914629328025,0.00015398990349646405,0.0006699083486508223,2.1663373778706868e-05,1.0199926931613654e-07,0.0,0.0032939206819458033,6.782315155752495e-08,0.11075713066338004,0.8842588398037929,0.0016801379427669454,9.444197409908403e-06,2.638196646256751e-10,3.369567991804373e-10,3.4520623402927584e-07,3.74350722668418e-15,0.0,1.1308053853206315e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.296302058145037e-10,1.0017724487399943e-09,1.0514541315018711e-10,4.5741823354447356e-10,-6.678482973357466e-10,6.964583342092343e-14,0.0,6.133937161557059e-15,8.153034841572935e-17,6.1632706473479304e-15,-6.161227053470161e-15,-6.161340600097794e-15,-6.366853863475389e-20,-5.618428143565198e-17,6.4653956989386996e-21,7.013577252911247e-20,8.449768475691577e-22,0.0,1.868022623563356e-27,0.0,0.0,0.0,0.0,7.296302058145037e-10,6.678482973357466e-10,6.677667136727064e-10,6.678277143185515e-10,-3.322105428477193e-10,8.13888122148929e-14,2.0612014120703084e-14,9.999312969975603e-10,1.5917111870426073e-12,-1.0017724487399943e-09,1.0514541315018711e-10,4.574940426493868e-10,4.5741823354447356e-10,6.964583426590028e-14,6.964583342092343e-14,2.5103510671172204e-16,2.7180890468031208e-17,1.2759929358566993e-13,-1.964374982153321e-14,1.4752125940438102e-13,97.83366262212931,31.487810941567236,68.4913322776192,0.020856780813571982,0.884267656755347,0.11075823502356437,0.0016801546954350315,0.0032939535256537407
999,800.0,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,800.0,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287728331266676,0.0,0.0,0.01892111078776085,0.05145524546408156,0.00014884433350678718,0.0006804248887771557,2.144088259175248e-05,1.0051661428477662e-07,0.0,0.003294713507644025,6.760021460936707e-08,0.1082830595646301,0.8867789608800506,0.0016331534244100432,9.593233225056168e-06,2.5803551293937434e-10,3.2953196877369935e-10,3.3722353166378943e-07,3.666422447478759e-15,0.0,1.1397872256302767e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.333340356714942e-10,1.002000345854694e-09,1.0163198667904809e-10,4.6459902930085733e-10,-6.680002248625609e-10,6.863347012426533e-14,0.0,-3.81780873678525e-15,6.105849998143073e-17,-3.799829066210717e-15,3.8005939816878e-15,3.8023554053349895e-15,8.93397030901181e-19,-4.6455215627686015e-17,4.2310169182015464e-20,-8.510761123844058e-19,5.006846901549441e-22,0.0,9.617792156454576e-27,0.0,0.0,0.0,0.0,7.333340356714942e-10,6.680002248625609e-10,6.679180613587855e-10,6.679794805848769e-10,-3.322112385531484e-10,8.195043124327243e-14,2.0763323910813578e-14,1.0000792138769344e-09,1.6647852117989653e-12,-1.002000345854694e-09,1.0163198667904809e-10,4.64663862942416e-10,4.6459902930085733e-10,6.863347062495004e-14,6.863347012426533e-14,2.5952774768485265e-16,2.7366678482602998e-17,1.3229680275636767e-13,-2.1110372124171916e-14,1.5369406930669742e-13,97.85591174082475,30.42872624588219,69.55072481926021,0.02054893485759974,0.886787928632289,0.10828415460149117,0.001633169940042375,0.0032947468261774323
999,804.3478260869565,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,804.3478260869565,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287726297736326,0.0,0.0,0.01889862520633372,0.051456526853070894,0.00012744358032959713,0.0007241019733228036,2.057910788604428e-05,9.350542423103872e-08,0.0,0.003296522128904949,6.662407820221389e-08,0.097848185397741,0.8974050388362992,0.001439483166599952,1.0280855000719667e-05,2.3533610111230986e-10,2.9964033449482214e-10,3.0438332332729016e-07,3.3204548149588775e-15,0.0,1.1807307307578184e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.486845288220708e-10,1.002883388300283e-09,8.70194160672277e-11,4.944221788875657e-10,-6.685889343375517e-10,6.384619142545202e-14,0.0,2.327867521389437e-15,-3.4677190812064496e-16,2.2030612125618445e-15,-2.2116066527985534e-15,-2.212542766515752e-15,-4.197121145402442e-19,2.399799380323912e-16,5.363250473160752e-21,4.250766509691117e-19,1.9278729324626224e-21,0.0,-7.648795337022929e-27,0.0,0.0,0.0,0.0,7.486845288220708e-10,6.685889343375517e-10,6.685035759362817e-10,6.68567190588615e-10,-3.321326077392657e-10,8.481731158365503e-14,2.147559665631e-14,1.000566699859468e-09,2.0262253065762168e-12,-1.002883388300283e-09,8.70194160672277e-11,4.944882281421314e-10,4.944221788875657e-10,6.384619335332498e-14,6.384619142545202e-14,3.0110974804031955e-16,2.8166978988934325e-17,1.5460180697144874e-13,-2.8892370392179744e-14,1.8382345409066533e-13,97.94208921139557,26.03077665658136,73.95012454886817,0.019098794550463465,0.8974147044148589,0.0978492392800817,0.0014394986706778544,0.003296557634381553
999,812.1212121212121,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,812.1212121212121,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287723495390646,0.0,0.0,0.01886281953633153,0.051458278600621576,9.312348197573888e-05,0.0007939487774276128,1.9400919472114455e-05,7.914510672501855e-08,0.0,0.003292268194515752,6.479589240423573e-08,0.0802974402776213,0.9152686107628958,0.00112951687490312,1.1720674503791541e-05,2.023884687576069e-10,2.536817105150337e-10,2.516564038878657e-07,2.675101914626617e-15,0.0,1.263071910267811e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.731290177353163e-10,1.004089872052162e-09,6.358541935444764e-11,5.421142488030308e-10,-6.693932509282601e-10,5.4040875514876054e-14,0.0,6.516653046182212e-17,-1.2303679029502876e-16,2.0564935470649778e-17,-2.436643196419492e-17,-2.3258139849958505e-17,5.747994755753785e-19,8.490954117911288e-17,8.470719649593198e-21,-5.663273032227867e-19,3.4121342136557594e-21,0.0,2.8272774843121063e-27,0.0,0.0,0.0,0.0,7.731290177353163e-10,6.693932509282601e-10,6.693007866080195e-10,6.693701145938657e-10,-3.316129791011875e-10,9.19789258353506e-14,2.302182015185461e-14,1.0008022571871585e-09,2.9168794736927724e-12,-1.004089872052162e-09,6.358541935444764e-11,5.421683102468933e-10,5.421142488030308e-10,5.404087892701026e-14,5.4040875514876054e-14,4.004848640893946e-16,2.959623057210646e-17,2.03888490604636e-13,-5.129303683395848e-14,2.5561160853325313e-13,98.05990805278854,18.99792895241498,80.98592481903167,0.01614622855335631,0.9152797441250811,0.08029841701873823,0.0011295306143893373,0.003292308241791262
999,813.0434782608694,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,813.0434782608694,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287723228880472,0.0,0.0,0.018859006164107628,0.051458443917675435,8.945053899500937e-05,0.0008014094148090669,1.9289723153183292e-05,7.735321226566214e-08,0.0,0.003291067695463123,6.457114255930453e-08,0.07832854947752421,0.9172720847939024,0.0010959482994466966,1.1911457532041975e-05,1.9903379918433985e-10,2.487978007510872e-10,2.458982439547152e-07,2.59889498888872e-15,0.0,1.2735891095284974e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.757324474004189e-10,1.004203633686281e-09,6.107750801112574e-11,5.472084404491395e-10,-6.694690891835247e-10,5.281736144615722e-14,0.0,2.530736823641729e-15,3.2248728792365887e-18,2.5320302181267013e-15,-2.531582518695024e-15,-2.5323204853363557e-15,-3.6851010253763545e-19,-2.09233841018532e-18,1.7633146785940047e-21,3.7026568529490257e-19,-9.09200247917284e-23,0.0,-5.402119478953489e-27,0.0,0.0,0.0,0.0,7.757324474004189e-10,6.694690891835247e-10,6.693756554860031e-10,6.694458309555807e-10,-3.3151393235382123e-10,9.302094980894604e-14,2.3230553019933162e-14,1.0007724185425436e-09,3.048966605194206e-12,-1.004203633686281e-09,6.107750801112574e-11,5.472637898407129e-10,5.472084404491395e-10,5.2817361355237196e-14,5.281736144615722e-14,4.1484005112565348e-16,2.976549933893135e-17,2.1060471511181208e-13,-5.495093992488806e-14,2.660002605871701e-13,98.07102768468168,18.246550532203955,81.73767058804167,0.015778879754384165,0.9172834129997469,0.078329516826195,0.0010959618342834554,0.0032911083397745766
999,817.3913043478259,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,817.3913043478259,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287722145576036,0.0,0.0,0.018842380013739758,0.05145911224270313,7.339276756634563e-05,0.000833991396605951,1.8840169533827273e-05,6.885224729819016e-08,0.0,0.003283357537038438,6.34890982801675e-08,0.0694194247861998,0.9263368572248821,0.0009470702675945244,1.2873629154928526e-05,1.8456162643620948e-10,2.2722320084194747e-10,2.2014096938123246e-07,2.2477952041271724e-15,0.0,1.325132756094107e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.870834086362357e-10,1.004664069398733e-09,5.01131454480691e-11,5.694557318901094e-10,-6.697760502517287e-10,4.7012843228704596e-14,0.0,1.6939511629032785e-15,3.20802952513558e-18,1.6988703746561867e-15,-1.69929905266765e-15,-1.6985931895758053e-15,3.609427245627638e-19,1.8318682273111485e-18,1.535489519852483e-20,-3.4559667303997227e-19,1.060643871235441e-22,0.0,1.1965442210392307e-26,0.0,0.0,0.0,0.0,7.870834086362357e-10,6.697760502517287e-10,6.696770195917248e-10,6.697517259358153e-10,-3.309212922133001e-10,9.853766765770184e-14,2.4291905863312475e-14,1.0004524851439274e-09,3.767263244916543e-12,-1.004664069398733e-09,5.01131454480691e-11,5.695044436038188e-10,5.694557318901094e-10,4.701284333476899e-14,4.7012843228704596e-14,4.911604778116468e-16,3.0562826862337156e-17,2.448558194748057e-13,-7.611710161820904e-14,3.214946443976768e-13,98.11598304661727,14.964149751948417,85.02181187109382,0.014038376957763212,0.9263491685760449,0.06942034739540981,0.0009470828545001939,0.0032834011740451225
