,T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_h2o initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),X(1),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),H_X(19),N2X2(45),N2X(46),NOX2(52),O2X2(70),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],NO2(8) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NO2(8) surface ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],H2OX(9) ROP [kmol/m^2 s],NOX(10) ROP [kmol/m^2 s],OX(11) ROP [kmol/m^2 s],NX(12) ROP [kmol/m^2 s],OHX(13) ROP [kmol/m^2 s],NH3X(14) ROP [kmol/m^2 s],NH2X(15) ROP [kmol/m^2 s],NHX(16) ROP [kmol/m^2 s],N2OX(17) ROP [kmol/m^2 s],NO2X(18) ROP [kmol/m^2 s],H_X(19) ROP [kmol/m^2 s],N2X2(45) ROP [kmol/m^2 s],N2X(46) ROP [kmol/m^2 s],NOX2(52) ROP [kmol/m^2 s],O2X2(70) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX(11) ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X(14) ROP [kmol/m^2 s],NH3X(14) + OX(11) <=> NH2X(15) + OHX(13) ROP [kmol/m^2 s],NH2X(15) + OX(11) <=> NHX(16) + OHX(13) ROP [kmol/m^2 s],NHX(16) + OX(11) <=> NX(12) + OHX(13) ROP [kmol/m^2 s],NH3X(14) + OHX(13) <=> H2OX(9) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + OHX(13) <=> H2OX(9) + NHX(16) ROP [kmol/m^2 s],NHX(16) + OHX(13) <=> H2OX(9) + NX(12) ROP [kmol/m^2 s],2 OHX(13) <=> H2OX(9) + OX(11) ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2OX(9) ROP [kmol/m^2 s],2 NX(12) <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NX(12) + OX(11) <=> NOX(10) + X(1) ROP [kmol/m^2 s],NOX(10) <=> NO(5) + X(1) ROP [kmol/m^2 s],NOX(10) + NX(12) <=> N2OX(17) + X(1) ROP [kmol/m^2 s],N2OX(17) <=> N2O(7) + X(1) ROP [kmol/m^2 s],NH3X(14) + X(1) <=> H_X(19) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + X(1) <=> H_X(19) + NHX(16) ROP [kmol/m^2 s],NHX(16) + X(1) <=> H_X(19) + NX(12) ROP [kmol/m^2 s],H_X(19) + OX(11) <=> OHX(13) + X(1) ROP [kmol/m^2 s],H_X(19) + OHX(13) <=> H2OX(9) + X(1) ROP [kmol/m^2 s],NH3(6) conversion (%),N2(4) Selectivity (%),NO(5) Selectivity (%),N2O(7) Selectivity (%),OX(11) Coverage,NOX(10) Coverage,NX(12) Coverage,X Coverage,Residence Time (s)
999,500,101325.0,5.612597255954966e-09,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289719732262758,0.0,0.0,0.019908890145456437,0.05017950414766365,6.033733287198553e-05,3.556732031556923e-10,0.0008792947742904858,1.7768493337361738e-11,0.0,0.0005606751036327974,6.665811774861133e-08,0.7621991666046355,0.1951857634041628,0.04204394832431922,5.885282764067955e-08,6.112314145703779e-07,7.378136535753571e-08,9.631812071635395e-06,2.590798736049233e-18,0.0,4.227452680566363e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.076500696902049e-12,4.152992828308061e-12,1.3843264541720956e-12,8.160251717013052e-18,-2.7686618844710935e-12,4.0766461174013285e-19,0.0,-1.6271480944770087e-18,-2.420280521794721e-21,-1.6290224248289299e-18,1.6309460041032527e-18,1.6487791001787846e-18,-1.9235914397793003e-21,2.222611725181004e-20,-2.16802127646162e-20,-1.9756618279213495e-20,-1.7026568859344236e-29,0.0,-2.1515345817789715e-31,0.0,0.0,0.0,0.0,2.076500696902049e-12,2.7686618844710935e-12,2.7665894748729603e-12,2.7686236607889293e-12,-1.382220211768384e-12,2.0723832566894263e-15,3.822200671020512e-17,4.150882111729047e-12,9.99286872554608e-20,-4.152992828308061e-12,1.3843264541720956e-12,6.938893903907227e-18,8.160251717013052e-18,4.0766461172310633e-19,4.0766461174013285e-19,4.1153261889047034e-21,1.1295490894305922e-21,3.721143724679123e-21,-6.283760844826155e-25,8.966647379314055e-21,12.070522570951425,99.99967581520183,0.0002947363043639068,2.944849380901555e-05,0.19518780244588663,0.7622071290496184,0.04204438754367299,0.0005606809608219175,2.2508361204013383
999,500,101325.0,5.655986461065003e-08,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289967987957869,0.0,0.0,0.01998959344250651,0.05002050287440744,6.891664954314418e-06,1.1126676143251548e-10,0.0009862131091916211,1.886347576799208e-12,0.0,0.0006003024648029036,7.114323338328706e-08,0.7600409195025034,0.1942406112281988,0.0451064818442089,6.080979930770474e-08,7.340083683498896e-07,8.533509858909282e-08,1.072896428037256e-05,3.0028942555852137e-19,0.0,4.6995060357982895e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3900484309196714e-12,4.780070699274253e-12,1.5933436018479995e-12,2.5724724518979988e-17,-3.1867138006631925e-12,4.361210044512071e-19,0.0,-3.611160567664171e-18,1.7195712939203938e-21,-3.609440335752689e-18,3.585064377809713e-18,3.560422214500875e-18,2.4375953194373923e-20,-7.339345582430162e-20,7.339410149169695e-20,4.901814134406407e-20,1.998431577143693e-29,0.0,8.798490580311561e-31,0.0,0.0,0.0,0.0,2.3900484309196714e-12,3.1867138006631925e-12,3.18414245708068e-12,3.1866681219319325e-12,-1.5907397469573648e-12,2.5714121349688788e-15,4.5677331848953116e-17,4.7774534945428225e-12,1.0668483464354818e-19,-4.780070699274253e-12,1.5933436018479995e-12,2.255140518769849e-17,2.5724724518979988e-17,4.361210044711914e-19,4.361210044512071e-19,4.840999660233776e-21,1.398765704898677e-21,4.058948753070151e-21,-6.359002448281054e-25,1.0299350017567584e-20,1.378689080837889,99.99916537950403,0.0008072492896485321,2.7371206310434044e-05,0.19424288094854852,0.7600498006542394,0.04510700891781673,0.0006003094793953296,1.247491638795987
999,500,101325.0,5.699711094326074e-07,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289996774542798,0.0,0.0,0.019998951458455892,0.050002065820839686,6.943861902456585e-07,1.4358342556465131e-11,0.000998610865687361,1.8856016793831926e-13,0.0,0.0006047548240224937,7.164447580349868e-08,0.7597983006496245,0.194133536593913,0.0454515797604602,6.102508197221785e-08,7.48748154119569e-07,8.669382743405488e-08,1.085530669708222e-05,3.612743087429386e-20,0.0,4.7537432892171994e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4267687618595254e-12,4.8535036141608736e-12,1.6178173781328938e-12,3.3452819821808004e-17,-3.2356690891480277e-12,4.393173723777114e-19,0.0,-9.624857186845746e-18,1.7421261453217154e-20,-9.606008530510716e-18,5.829581104938176e-18,1.2187508698716172e-17,3.77642714731275e-18,-1.1935014655328587e-18,1.1949280900803063e-18,-2.5814991197155e-18,3.0150433279382177e-31,0.0,8.103378829031908e-30,0.0,0.0,0.0,0.0,2.4267687618595254e-12,3.2356690891480277e-12,3.2330379421807026e-12,3.2356225173864303e-12,-1.6151529441156556e-12,2.6323355425405164e-15,4.6568903396300985e-17,4.850824609239543e-12,1.0744155741683583e-19,-4.8535036141608736e-12,1.6178173781328938e-12,2.4286128663675302e-17,3.3452819821808004e-17,4.393173723780129e-19,4.393173723777114e-19,4.926250081351821e-21,1.431576871748452e-21,4.0966351477804905e-21,-6.3659341402625785e-25,1.0455098686191409e-20,0.13891343126389966,99.99893896892308,0.00103387642292484,2.7154653981456823e-05,0.19413583286593158,0.7598072877808959,0.04545211737592137,0.0006047619772511675,0.2441471571906356
999,500,101325.0,5.743773748826576e-06,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999679439336,0.0,0.0,0.019999895791132517,0.050000205310707986,6.901124931150554e-08,1.4689845241977318e-12,0.0009998619414889505,1.8725060936580738e-14,0.0,0.0006052025903681796,7.169485432048137e-08,0.759773893419975,0.1941227664693436,0.0454862949007339,6.104668460304644e-08,7.502412767169431e-07,8.68311516207145e-08,1.0868046400910043e-05,9.486685398122735e-21,0.0,4.759211120151414e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.43047845816435e-12,4.860921952429849e-12,1.6202896444696398e-12,3.4489745312399645e-17,-3.2406146622171064e-12,4.39638792664825e-19,0.0,-1.1410459983307544e-18,3.4515003799169386e-20,-1.102276323516728e-18,4.429874810135524e-19,1.467194188408049e-18,6.592885834787344e-19,-2.9011790458124783e-19,2.943717729077239e-19,-3.6491680469471655e-19,-1.020742870525235e-32,0.0,2.7532883836372256e-30,0.0,0.0,0.0,0.0,2.43047845816435e-12,3.2406146622171064e-12,3.2379764288662655e-12,3.2405679973478524e-12,-1.6176216724624048e-12,2.638518533880633e-15,4.665918047974338e-17,4.8582366912420256e-12,1.0751763872641877e-19,-4.860921952429849e-12,1.6202896444696398e-12,3.382710778154774e-17,3.4489745312399645e-17,4.396387926648149e-19,4.39638792664825e-19,4.934864861223368e-21,1.4349061413071624e-21,4.100421974074846e-21,-6.3666156974994655e-25,1.0470829635421839e-20,0.013805851104952555,99.99890857054507,0.0010642964052408538,2.7133049687634675e-05,0.19412506541864413,0.7597828912397188,0.0454868335839999,0.0006052097576371049,-0.7591973244147151
999,500,101325.0,5.7881770377012796e-05,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999968185021,0.0,0.0,0.01999998965748641,0.05000002037666078,6.849222756050168e-09,1.4622168673363347e-13,0.0009999862979799018,1.858276436771e-15,0.0,0.0006052470831318066,7.169985992835497e-08,0.7597714680697125,0.19412169630320267,0.04548974448832691,6.104883070046688e-08,7.50389749810997e-07,8.684480373459913e-08,1.0869312627376823e-05,6.838767003449825e-21,0.0,4.75975456894399e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308472436953872e-12,4.861659855346246e-12,1.6205354126953197e-12,3.45962498075398e-17,-3.2411063031684014e-12,4.396707304787313e-19,0.0,2.6081090637183088e-17,-4.038763547646002e-19,2.567940112116972e-17,-2.654077449971595e-17,-2.4468967715792988e-17,8.61373723496532e-19,3.5125012062597086e-19,-3.4906163257012277e-19,-1.2104353997502291e-18,1.5407439555097887e-33,0.0,2.6539480143260702e-30,0.0,0.0,0.0,0.0,2.4308472436953872e-12,3.2411063031684014e-12,3.238466813508881e-12,3.241059631387598e-12,-1.6178660245270288e-12,2.6391334736784558e-15,4.666815707796796e-17,4.8589735318415424e-12,1.0752519843842646e-19,-4.861659855346246e-12,1.6205354126953197e-12,6.071532165918825e-17,3.45962498075398e-17,4.396707304787329e-19,4.396707304787313e-19,4.935721286388792e-21,1.4352372526461975e-21,4.100798227791694e-21,-6.3666832695941605e-25,1.0472393432499693e-20,0.0013702020098182652,99.99890544807933,0.0010674210159987258,2.7130904675698608e-05,0.19412399551860396,0.7597804669518268,0.045490283277772506,0.0006052542517968329,-1.7625418060200673
999,500,101325.0,60.61898993497572,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999968,0.0,0.0,0.01999999999999012,0.05000000000001946,6.540058905249404e-15,1.3966663868811166e-19,0.0009999999999869163,1.774381119665472e-21,0.0,0.0006052519853246218,7.17004114406167e-08,0.7597712008445984,0.19412157839296687,0.045490124563255886,6.104906715130798e-08,7.504061096977525e-07,8.684630799306201e-08,1.0869452143319342e-05,6.547012443460998e-21,0.0,4.759814447348983e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.430887878175076e-12,4.861740740216445e-12,1.620562492533317e-12,3.460802408587218e-17,-3.241160475636999e-12,4.396742493679388e-19,0.0,3.263488407590527e-17,-3.156590612614133e-20,3.2606517227855357e-17,-3.058598635738385e-17,-3.395072479826824e-17,-2.020529593551656e-18,6.795308796638529e-19,-6.763275984607029e-19,1.3442020692203858e-18,1.3481509610710651e-33,0.0,-1.5453788262915778e-29,0.0,0.0,0.0,0.0,2.430887878175076e-12,3.241160475636999e-12,3.2385205899366363e-12,3.2411138018522612e-12,-1.6178955961412831e-12,2.639201233667459e-15,4.6669146183228547e-17,4.859054720272092e-12,1.0752603136200763e-19,-4.861740740216445e-12,1.620562492533317e-12,6.765421556309548e-17,3.460802408587218e-17,4.3967424936794e-19,4.396742493679388e-19,4.935815646577614e-21,1.4352737376081698e-21,4.100839669711881e-21,-6.366690708378198e-25,1.0472565738422291e-20,1.3083718136686073e-09,99.99890510288255,0.0010677664490899774,2.7130668358240876e-05,0.19412387763768785,0.7597801998437677,0.04549066336440115,0.0006052591541434808,-7.782608695652174
999,500,101325.0,610.8761607505038,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999998,0.0,0.0,0.019999999999999026,0.050000000000001946,6.4898876471151e-16,1.385952032726782e-20,0.000999999999998702,1.7607691729598639e-22,0.0,0.0006052519853288923,7.17004114410969e-08,0.7597712008443176,0.19412157839293104,0.045490124563568234,6.104906715154107e-08,7.504061097119256e-07,8.684630799435401e-08,1.0869452143437601e-05,6.54701219251801e-21,0.0,4.759814447401601e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878782104765e-12,4.8617406216318334e-12,1.6205624925555808e-12,3.4608024096000483e-17,-3.241160462402109e-12,4.396742493707974e-19,0.0,1.3447549853553394e-17,8.709021964712655e-20,1.3524558981979314e-17,-1.4485560934916955e-17,-1.2998490891633035e-17,9.610025080583974e-19,-4.450112968847136e-19,4.34932046807439e-19,-5.260704872343651e-19,1.5407439555097887e-33,0.0,2.9605169410205228e-30,0.0,0.0,0.0,0.0,2.4308878782104765e-12,3.241160462402109e-12,3.2385217012438627e-12,3.2411138018999013e-12,-1.6178937258925358e-12,2.6392012337273995e-15,4.6669146184101335e-17,4.859054720343543e-12,1.0752603136282942e-19,-4.8617406216318334e-12,1.6205624925555808e-12,4.8572257327350605e-17,3.4608024096000483e-17,4.396742493707991e-19,4.396742493707974e-19,4.9358156554522995e-21,1.4352737376396582e-21,4.100839679375427e-21,-6.366690712470799e-25,1.0472565738578116e-20,1.298006840899646e-10,99.99890510288225,0.001067766449387795,2.7130668358044462e-05,0.194123877637652,0.7597801998434868,0.045490663364713496,0.0006052591541477512,-8.785953177257525
999,500,101325.0,6155.986501483489,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.019999999999999903,0.0500000000000002,6.440101271537696e-17,1.3753198720579644e-21,0.0009999999999998712,1.7472616486197035e-23,0.0,0.0006052519853292855,7.170041144114119e-08,0.7597712008443408,0.19412157839286004,0.04549012456361552,6.104906715153513e-08,7.504061097133173e-07,8.68463079944922e-08,1.086945214345182e-05,6.547012167618969e-21,0.0,4.7598144474060175e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878782137384e-12,4.861740658901282e-12,1.6205624925589475e-12,3.4608024097007834e-17,-3.2411604520259557e-12,4.3967424937126545e-19,0.0,-1.5127741685946743e-17,4.982664747391792e-20,-1.5098378372645823e-17,1.473369017144572e-17,1.5705760765023972e-17,3.646894019518245e-19,2.222389026937143e-19,-2.4269827208137697e-19,-6.073875581730694e-19,3.274080905458301e-33,0.0,-1.4598124672014372e-29,0.0,0.0,0.0,0.0,2.4308878782137384e-12,3.2411604520259557e-12,3.238521023617505e-12,3.2411138019038667e-12,-1.6178936445773728e-12,2.6392012337320325e-15,4.666914618417096e-17,4.859054720349416e-12,1.0752603136280824e-19,-4.861740658901282e-12,1.6205624925589475e-12,1.994931997373328e-17,3.4608024097007834e-17,4.396742493712688e-19,4.3967424937126545e-19,4.935815644013817e-21,1.4352737376428726e-21,4.100839673261754e-21,-6.3666907022392975e-25,1.0472565738586791e-20,1.2880321809127793e-11,99.99890510288223,0.0010677664494166564,2.713066835801697e-05,0.19412387763758102,0.7597801998435101,0.04549066336476079,0.0006052591541481446,-9.789297658862875
999,500,101325.0,62035.76476104281,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.01999999999999999,0.05000000000000002,6.3906968260149056e-18,1.364769274667187e-22,0.0009999999999999872,1.7338577455916764e-24,0.0,0.0006052519853293447,7.170041144114817e-08,0.7597712008442659,0.19412157839295752,0.04549012456359292,6.10490671515785e-08,7.504061097133886e-07,8.684630799448317e-08,1.0869452143448552e-05,6.547012165143702e-21,0.0,4.7598144474073915e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.430887878214221e-12,4.861740713111392e-12,1.6205624925573364e-12,3.4608024097104266e-17,-3.2411604865425483e-12,4.396742493710121e-19,0.0,1.2647523257296185e-17,-4.3814723624323296e-21,1.2657197242886915e-17,-9.552438814943107e-18,-1.4136898823986353e-17,-3.104758250359128e-18,1.6391132630837166e-18,-1.6250573288438167e-18,1.479700925924335e-18,-5.296307347064898e-33,0.0,-4.6474841182923746e-30,0.0,0.0,0.0,0.0,2.430887878214221e-12,3.2411604865425483e-12,3.238519641259735e-12,3.2411138019051564e-12,-1.6178957316665547e-12,2.6392012337341557e-15,4.666914618419923e-17,4.8590547203514036e-12,1.0752603136296095e-19,-4.861740713111392e-12,1.6205624925573364e-12,4.7704895589362195e-17,3.4608024097104266e-17,4.396742493710068e-19,4.396742493710121e-19,4.935815650423311e-21,1.4352737376428625e-21,4.100839676811629e-21,-6.366690719572667e-25,1.0472565738597246e-20,1.2793585635328952e-12,99.99890510288223,0.001067766449420693,2.7130668358028308e-05,0.1941238776376785,0.7597801998434351,0.04549066336473819,0.0006052591541482038,-10.792642140468228
999,500,101325.0,625153.4353689699,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.02,0.05,6.341671380623836e-19,1.3542996148842547e-23,0.000999999999999999,1.7205566689584585e-25,0.0,0.0006052519853293874,7.170041144114717e-08,0.7597712008442513,0.1941215783929736,0.04549012456359131,6.104906715158246e-08,7.504061097133403e-07,8.684630799447774e-08,1.0869452143448072e-05,6.5470121648979724e-21,0.0,4.759814447407701e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.430887878214532e-12,4.861739408680652e-12,1.6205624925572075e-12,3.460802409711337e-17,-3.2411605274118884e-12,4.396742493709782e-19,0.0,-6.0450124598279285e-18,1.3000493261859283e-18,-4.690037516890224e-18,3.837458598075928e-18,4.7824294033485966e-18,8.525796574025094e-19,-7.052621766613279e-19,7.601874122543757e-19,-9.239224518020847e-20,8.66668474974256e-34,0.0,-3.861125417366297e-30,0.0,0.0,0.0,0.0,2.430887878214532e-12,3.2411605274118884e-12,3.238522026504514e-12,3.2411138019051943e-12,-1.6178941595734048e-12,2.639201233734135e-15,4.666914618419895e-17,4.859054720351463e-12,1.07526031362974e-19,-4.861739408680652e-12,1.6205624925572075e-12,3.0357660829594124e-17,3.460802409711337e-17,4.396742493709791e-19,4.396742493709782e-19,4.935815653282933e-21,1.4352737376428615e-21,4.1008396747408685e-21,-6.366690707294864e-25,1.047256573859852e-20,1.0842021724855044e-13,99.99890510288222,0.0010677664494210587,2.7130668358028372e-05,0.1941238776376946,0.7597801998434206,0.04549066336473659,0.0006052591541482465,-11.795986622073578
999,500,101325.0,6299862.978380655,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.02,0.05,6.29302202791267e-20,1.3439102718094659e-24,0.0009999999999999998,1.7073576299001706e-26,0.0,0.0006052519853292471,7.17004114411639e-08,0.7597712008442845,0.194121578392942,0.04549012456359017,6.10490671515805e-08,7.504061097136124e-07,8.684630799449831e-08,1.0869452143449226e-05,6.5470121648737945e-21,0.0,4.759814447407183e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878782134767e-12,4.861745847825117e-12,1.6205624925571374e-12,3.4608024097115976e-17,-3.2411603614993083e-12,4.396742493709903e-19,0.0,2.2947700315436016e-18,-5.139094746253597e-18,-2.9553140409160347e-18,2.72614899878858e-18,3.101916567928118e-18,2.291632773608003e-19,-1.935483982940185e-19,8.256079433155236e-20,-1.4660248467207052e-19,-1.925929944387236e-34,0.0,3.2408300258950084e-30,0.0,0.0,0.0,0.0,2.4308878782134767e-12,3.2411603614993083e-12,3.2385213488781567e-12,3.2411138019054557e-12,-1.617894105363296e-12,2.639201233735025e-15,4.6669146184208805e-17,4.8590547203518535e-12,1.0752603136296779e-19,-4.861745847825117e-12,1.6205624925571374e-12,3.209238430557093e-17,3.4608024097115976e-17,4.3967424937099e-19,4.396742493709903e-19,4.935815655353693e-21,1.4352737376428783e-21,4.1008396797698576e-21,-6.366690715118954e-25,1.0472565738597109e-20,2.168404344971009e-14,99.99890510288222,0.0010677664494211853,2.7130668358030297e-05,0.19412387763766295,0.7597801998434536,0.04549066336473542,0.0006052591541481061,-12.799331103678927
999,500,101325.0,6.015395880274832,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999692,0.0,0.0,0.019999999999900486,0.05000000000019608,6.590618020570612e-14,1.4074635665582799e-18,0.0009999999998681532,1.788098295891996e-20,0.0,0.0006052519852822942,7.170041143585639e-08,0.7597712008467651,0.19412157839418012,0.045490124559919715,6.104906714934784e-08,7.504061095563459e-07,8.684630798002777e-08,1.0869452142105459e-05,6.5470149722578255e-21,0.0,4.75981444683351e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.430887877824175e-12,4.861740875741717e-12,1.620562492295614e-12,3.4608023983776946e-17,-3.2411604004628246e-12,4.396742493369492e-19,0.0,5.09023419958012e-18,-1.6779044177305122e-19,4.850941714352663e-18,-6.0561478197035345e-18,-3.1867114220445103e-18,1.205204946324839e-18,3.8751685316910848e-19,-4.590215505186354e-19,-1.6642264804917848e-18,-1.6370404527291505e-33,0.0,4.2395541004779294e-30,0.0,0.0,0.0,0.0,2.430887877824175e-12,3.2411604004628246e-12,3.23852080677707e-12,3.241113801386073e-12,-1.6178925874802549e-12,2.6392012330853835e-15,4.666914617472575e-17,4.8590547195734176e-12,1.0752603135510257e-19,-4.861740875741717e-12,1.620562492295614e-12,3.989863994746656e-17,3.4608023983776946e-17,4.396742493369477e-19,4.396742493369492e-19,4.9358156506205265e-21,1.4352737372923818e-21,4.1008396842071994e-21,-6.366690713193024e-25,1.0472565736951873e-20,1.3184679042987923e-08,99.99890510288556,0.0010677664460966693,2.713066836030894e-05,0.19412387763890082,0.7597801998459331,0.045490663361064866,0.0006052591541011518,-6.7792642140468224
999,500,101325.0,6.547168402004743e-09,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289754672974812,0.0,0.0,0.019920248710515343,0.05015712553591463,5.281512088055785e-05,3.395886475453676e-10,0.0008943429802336435,1.5385627681112088e-11,0.0,0.0005663926366867961,6.730783918322885e-08,0.7618877586495512,0.19505042753818788,0.04248479994535538,5.9139900839176703e-08,6.28031801736377e-07,7.538903206921331e-08,9.787067273335738e-06,2.2670549247060366e-18,0.0,4.294371492723696e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.120276211824173e-12,4.24054291945405e-12,1.4135093517478964e-12,9.088528456431107e-18,-2.827028615669284e-12,4.117708763499603e-19,0.0,3.6681539136752814e-20,3.894967041023075e-21,4.0679785086696365e-20,2.8523456122633627e-19,-2.201805299135298e-19,-3.2591435029925874e-19,1.4651686730648454e-19,-1.4641359393612012e-19,1.7950075441334753e-19,4.673557899547286e-30,0.0,-7.5897137526378325e-31,0.0,0.0,0.0,0.0,2.120276211824173e-12,2.827028615669284e-12,2.8248887333059275e-12,2.8269893690486664e-12,-1.411335404013364e-12,2.1397316301541445e-15,3.924535141329085e-17,4.238363836308502e-12,1.0090593324169687e-19,-4.24054291945405e-12,1.4135093517478964e-12,9.540979117872439e-18,9.088528456431107e-18,4.117708763546339e-19,4.117708763499603e-19,4.216335341467678e-21,1.1659311804777407e-21,3.770119619427899e-21,-6.296186036751373e-25,9.153015760735964e-21,10.565701976635651,99.99964938203475,0.0003214869636051238,2.913100165188949e-05,0.19505249923568702,0.7618958509207865,0.042485251190989184,0.0005663986525372804,2.183946488294314
